fipsState,fipsCounty,zip
72,125,00683
72,79,00683
72,23,00683
72,97,00683
72,121,00683
72,127,00923
25,13,01010
25,27,01010
25,3,01257
25,3,01267
25,11,01331
25,27,01331
25,15,01339
25,11,01339
25,17,01469
25,21,02027
25,25,02120
25,25,02128
25,25,02199
25,23,02361
25,1,02664
25,1,02668
25,1,02648
25,23,02739
44,7,02895
33,11,03281
33,13,03281
33,19,03743
33,7,03592
33,19,03605
33,3,03886
33,17,03884
33,15,03884
23,23,04357
23,11,04357
23,29,04649
23,9,04627
23,23,04562
23,27,04921
23,19,04921
23,23,04548
50,17,05038
50,13,05474
50,17,05679
50,23,05651
50,21,05763
50,21,05738
50,19,05874
90,13,06042
90,3,06042
90,3,06052
90,5,06010
90,3,06010
50,9,05905
90,3,06060
90,3,06078
90,3,06108
90,1,06468
90,5,06787
90,1,06880
90,1,06907
34,3,07010
34,31,07110
34,13,07110
34,37,07462
34,3,07645
34,3,07607
34,25,07758
34,27,07849
34,37,07849
34,5,08046
34,7,08099
34,1,08401
34,19,08559
34,23,08820
34,39,08820
34,35,08880
36,61,10005
36,61,10004
36,61,10038
36,61,10110
36,47,11210
36,81,11354
36,81,11358
36,81,11352
36,81,11375
36,59,11553
36,103,11716
36,59,11756
36,103,11950
36,119,10537
36,79,10537
36,119,10595
36,71,10916
36,87,10952
36,21,12037
36,83,12180
36,41,12139
36,57,12086
36,35,12086
36,91,12086
36,21,12115
36,93,12066
36,57,12066
36,95,12066
36,1,12205
36,25,12474
36,105,12786
36,113,12845
36,115,12832
36,31,12944
36,19,12944
36,33,12989
36,31,12989
36,65,13478
36,7,13761
36,29,14086
36,29,14212
36,69,14560
36,51,14560
36,69,14513
36,117,14513
36,55,14616
36,55,14621
36,15,14903
42,3,15076
42,3,15139
42,3,15222
42,3,15225
42,3,15214
42,51,15442
42,59,15344
42,111,15563
42,3,15642
42,129,15642
42,63,15771
42,63,15681
42,129,15681
42,5,15681
42,21,15943
42,73,16120
42,7,16120
42,7,16115
42,27,16827
42,99,17024
42,43,17020
42,99,17020
42,41,17065
42,55,17201
42,71,17560
42,11,17569
42,71,17569
42,81,17702
42,119,17845
42,107,17961
42,95,18072
42,11,18070
42,91,18070
42,17,18902
42,17,18912
42,45,19061
42,101,19138
42,101,19153
42,45,19153
42,91,19150
42,101,19150
42,17,19440
42,91,19440
10,1,19938
10,3,19938
11,1,20019
24,17,20693
24,9,20676
24,3,20764
24,31,20818
24,27,21044
24,25,21050
24,510,21218
24,3,21403
24,1,21555
24,13,21797
24,31,21797
24,27,21797
24,27,21784
24,13,21784
24,45,21801
51,59,22015
51,510,22313
51,59,22307
51,133,22432
51,113,22727
51,165,22812
51,15,22812
51,171,22824
51,165,22830
51,65,22974
51,109,22974
51,3,22974
51,3,22959
51,650,23607
51,700,23607
51,740,23701
51,700,23666
51,650,23666
51,29,23936
51,49,23936
51,770,24013
51,37,23976
51,19,24104
51,169,24245
51,185,24314
51,21,24314
51,680,24505
51,185,24651
54,55,24715
37,57,27292
37,151,27292
37,101,27529
37,183,27529
37,191,27532
37,95,27824
37,131,27832
37,127,27801
37,65,27801
37,69,27882
37,127,27882
37,83,27870
37,25,28082
37,7,28133
37,179,28133
37,109,28164
37,71,28164
37,119,28282
37,51,28311
37,165,28343
37,21,28728
37,9,28693
37,35,28650
37,109,28650
37,47,28432
37,19,28420
37,121,28777
37,199,28777
37,11,28777
37,111,28777
37,87,28786
37,161,28746
37,149,28746
37,87,28745
45,75,29133
45,81,29105
45,3,29105
45,65,29620
45,1,29620
45,37,29845
45,65,29845
45,67,29565
45,69,29565
45,33,29565
45,41,29530
45,33,29547
45,89,29580
45,19,29403
45,87,29372
45,21,29372
45,83,29372
45,35,29437
45,79,29223
45,63,29210
45,79,29210
45,59,29325
45,85,29168
45,29,29481
45,9,29481
45,35,29456
45,19,29456
45,15,29456
45,15,29453
45,19,29453
45,13,29935
45,49,29918
45,49,29924
13,45,30185
13,97,30185
13,121,30309
13,121,30312
13,223,30132
13,15,30132
13,89,30035
13,151,30223
13,255,30223
13,35,30223
13,151,30228
13,63,30228
13,255,30228
13,129,30703
13,147,30635
13,105,30635
13,221,30630
13,11,30521
13,119,30521
13,175,30411
13,309,30411
12,89,32046
13,243,39846
13,61,39846
13,37,39846
13,37,39866
13,243,39866
13,145,31823
13,185,31699
13,95,31703
13,321,31791
13,95,31791
13,321,31744
13,71,31744
13,205,31744
12,31,32209
12,33,32505
12,83,34482
12,87,33037
12,69,32778
12,95,32792
12,117,32792
12,1,32643
12,23,32643
12,41,32643
12,113,32563
12,91,32539
12,131,32539
12,86,33015
12,111,34949
12,86,33193
12,86,33140
12,86,33144
12,86,33146
12,86,33238
12,57,33610
12,57,33635
12,61,32968
12,9,32931
12,57,33556
12,101,33556
12,101,33543
10,9,35049
10,7,35042
11,5,35042
11,27,35063
10,73,35063
10,9,35063
12,115,34292
12,21,34112
12,71,33993
12,71,33973
10,9,35097
10,89,35801
10,41,36037
10,13,36037
10,51,36066
10,1,36066
10,5,36016
10,67,36016
11,3,35640
10,77,35645
11,3,35621
10,43,35621
10,71,35740
11,25,35406
10,19,35960
10,49,35963
10,93,35554
11,27,35554
10,57,35554
10,93,35548
11,1,36108
10,15,36250
28,33,38632
28,137,38632
28,117,38856
28,57,38856
11,23,36861
10,99,36475
10,35,36475
10,53,36475
10,35,36502
10,53,36502
10,99,36502
10,3,36502
28,133,38778
10,3,36551
10,97,36611
28,129,39152
28,123,39152
28,125,39159
28,55,39159
28,63,39661
28,1,39661
28,37,39661
28,59,39555
28,67,39465
28,111,39465
28,35,39465
47,15,37190
47,177,37190
47,9,37804
47,151,37841
47,129,37829
47,75,38006
47,113,38006
47,33,38006
47,153,37338
47,143,37338
47,65,37338
47,7,37338
47,61,37313
47,11,37320
47,139,37310
47,11,37310
47,9,37882
47,65,37414
47,163,37618
54,11,25520
54,53,25520
54,37,25438
54,85,26148
54,55,24739
54,109,24860
54,109,24870
54,53,25260
54,15,25235
54,13,25235
47,17,38358
47,53,38358
47,181,38463
47,99,38463
54,45,25601
54,43,25529
54,5,25529
47,175,38559
47,185,38559
54,101,26610
54,7,26610
54,67,26610
21,201,41004
21,23,41004
21,95,40927
21,13,40856
21,133,40862
21,35,42025
21,83,42025
21,157,42025
21,133,41826
21,193,41723
21,131,41723
21,67,40507
21,229,40040
21,27,40152
21,211,40342
21,167,40342
21,215,40342
21,229,40342
21,73,40342
21,5,40342
21,111,40291
21,239,40390
21,113,40390
21,41,40359
21,187,40359
21,47,42217
39,35,44142
39,155,44231
39,55,44231
39,133,44231
39,123,43430
39,143,43430
39,173,43430
39,95,43504
39,51,43504
21,177,42372
21,149,42372
21,207,42629
39,95,43619
39,173,43619
39,169,44276
39,67,44699
39,157,44699
39,59,44699
39,89,43030
39,99,44507
39,129,43113
39,45,43113
39,97,43140
39,49,43140
39,23,43140
39,61,45224
39,113,45415
39,79,45601
39,131,45601
39,141,45601
39,61,45202
39,25,45118
39,71,45118
39,15,45118
39,49,43205
39,31,43844
39,83,43844
39,17,45053
39,87,45619
18,89,46311
18,89,46327
18,39,46565
18,87,46565
18,99,46574
18,149,46574
18,91,46574
18,141,46574
18,97,46037
18,57,46037
18,89,46405
18,97,46214
18,145,46176
18,139,46176
18,97,46224
18,63,46180
18,109,46180
18,87,46776
18,151,46776
18,163,47613
18,51,47613
18,173,47613
18,37,47575
26,125,48030
18,119,47424
18,55,47424
18,27,47558
18,175,47167
18,183,46962
18,169,46962
18,85,46962
18,49,46975
18,85,46975
18,103,46975
18,99,46975
18,155,47020
18,17,46988
18,49,46988
18,45,47987
18,135,47340
26,91,49221
26,75,49254
26,75,49241
26,59,49241
26,161,49229
26,115,49229
26,91,49229
26,125,48301
26,93,48169
26,161,48169
26,163,48152
26,163,48206
26,163,48226
26,157,48729
26,151,48729
26,65,48901
26,77,49037
26,25,49037
26,159,49057
26,21,49098
26,159,49098
26,77,49024
26,123,49349
19,117,50139
19,125,50139
19,181,50139
19,153,50169
19,99,50169
19,121,50211
19,181,50211
19,169,50247
19,127,50247
19,181,50229
19,121,50229
19,49,50276
19,15,50276
26,83,49950
19,169,50013
26,9,49615
26,85,49623
26,55,49686
26,121,49456
26,139,49456
26,43,49802
26,47,49718
26,31,49718
19,133,51063
19,193,51063
19,129,51503
19,155,51503
19,193,51044
19,21,51005
19,35,51005
46,35,57334
46,67,57334
46,61,57334
46,93,57626
46,105,57626
46,85,57532
46,117,57532
19,103,52340
19,183,52247
19,103,52247
46,99,57101
19,85,51579
19,61,52073
19,43,52073
46,113,57752
46,103,57790
46,113,57764
46,19,57783
46,81,57783
31,155,68070
31,129,68938
31,35,68938
31,129,68978
31,79,68869
31,163,68869
31,19,68869
31,31,69201
31,161,69340
31,69,69340
31,109,68430
31,109,68465
31,151,68465
31,67,68465
55,59,53144
55,101,53144
31,27,68718
31,107,68718
31,43,68776
31,25,68527
31,109,68527
55,49,53503
55,119,54480
55,73,54480
55,107,54895
55,31,54854
55,73,54403
55,25,53719
55,25,53925
55,21,53925
55,27,53925
55,27,53933
55,55,53563
55,105,53563
55,65,53565
55,49,53565
55,109,54025
55,95,54025
55,137,54909
55,97,54909
27,137,55811
27,137,55732
27,137,55765
27,53,55345
27,171,55374
27,53,55374
27,163,55115
27,163,55055
27,163,55047
27,3,55448
27,19,55322
27,141,55330
27,171,55330
27,3,55330
27,49,55985
27,39,55985
27,147,55985
27,13,56048
27,161,56048
38,37,58533
38,39,58416
38,53,58634
38,7,58634
38,19,58352
38,95,58352
38,97,58274
38,91,58274
27,145,56377
27,9,56377
27,145,56368
27,153,56319
27,41,56319
27,35,56449
27,97,56449
27,41,56327
27,121,56327
27,101,56183
27,33,56183
27,63,56150
38,13,58746
38,75,58746
38,61,58746
38,101,58746
38,53,58831
17,31,60423
17,197,60423
27,27,56529
27,153,56482
27,159,56482
27,111,56482
27,111,56587
17,113,61704
17,107,61754
17,39,61754
17,113,61754
17,119,62034
17,13,62047
17,163,62203
17,203,61545
17,143,61606
17,179,61564
17,131,61472
17,95,61472
17,197,60935
17,91,60935
17,161,61244
17,75,60931
17,19,61840
17,53,61840
17,147,61853
17,19,61853
17,95,61413
17,131,61413
17,73,61413
17,195,61283
17,73,61283
17,11,61283
17,73,61434
17,175,61434
17,95,61434
17,163,62269
17,119,62269
17,9,62353
17,31,60133
17,43,60133
17,31,60008
17,145,62832
17,77,62832
17,81,62836
17,55,62836
17,159,62476
17,47,62476
17,185,62476
17,137,62601
17,137,62621
17,171,62621
17,65,62859
17,199,62924
17,77,62924
17,127,62941
17,153,62941
17,199,62917
17,165,62917
17,199,62933
17,31,60163
17,141,61010
17,111,61038
17,7,61038
17,195,61014
17,15,61014
29,71,63090
29,510,63118
29,71,63060
29,221,63060
17,31,60656
29,510,63136
29,189,63136
29,183,63303
29,165,64118
29,47,64118
29,95,64148
29,101,64076
29,107,64076
29,25,64062
29,177,64062
29,49,64062
29,47,64062
29,95,64109
29,31,63703
29,139,63351
29,219,63351
29,205,63434
29,21,64503
29,21,64501
29,121,64631
29,115,64631
29,33,64643
29,117,64643
29,87,64437
29,5,64437
29,81,64442
29,165,64163
29,61,64640
29,129,64661
29,155,63830
29,143,63873
29,155,63873
29,27,65043
29,29,65037
29,141,65037
20,91,66061
20,209,66101
20,45,66047
20,149,66540
20,85,66540
20,131,66540
20,197,66526
20,205,66714
20,103,66002
20,43,66002
20,87,66002
20,5,66002
29,29,65536
29,105,65536
29,59,65536
29,101,65360
29,159,65360
29,83,65360
29,15,65360
29,105,65552
29,169,65552
29,215,65552
29,27,65251
29,137,65282
29,137,65283
20,209,66112
29,209,65714
29,43,65714
29,43,65737
29,209,65737
29,213,65737
29,77,65725
29,167,65725
29,9,65723
29,109,65723
29,145,65723
29,213,65744
20,17,66801
20,111,66801
20,173,67050
20,173,67101
20,61,66872
20,127,66872
22,101,70392
22,103,70427
22,117,70427
22,99,70563
22,45,70563
22,97,70584
22,53,70591
22,1,70543
22,51,70073
20,151,67583
20,155,67583
20,185,67583
20,173,67220
22,105,70442
20,69,67844
20,25,67844
20,119,67844
20,57,67844
20,109,67861
20,199,67861
20,203,67861
22,77,70767
22,121,70767
22,33,70767
22,77,70757
22,47,70757
50,51,71913
50,59,71913
51,33,71846
22,59,71342
50,35,72348
51,23,72348
50,77,72348
40,87,73095
40,49,73095
40,137,73501
40,31,73501
50,7,72713
50,7,72714
51,1,72641
40,141,73546
40,123,74820
40,69,74820
40,47,74640
40,53,74640
48,181,75021
40,97,74452
40,21,74452
48,121,75011
48,113,75011
40,37,74132
40,143,74132
48,113,75234
48,223,75482
48,37,75570
48,401,75603
48,183,75603
48,121,75093
48,85,75093
48,113,75182
48,257,75182
48,203,75639
48,365,75639
48,439,76011
48,439,76039
48,367,76023
48,497,76023
48,161,75860
48,293,75838
48,161,75838
48,439,76119
48,347,75965
48,439,76002
48,97,76240
48,181,76240
48,497,76234
48,121,76234
48,337,76234
48,97,76234
48,201,77346
48,201,77347
48,145,76642
48,293,76642
48,363,76472
48,35,76633
48,309,76633
48,339,77306
48,201,77092
48,201,77018
48,481,77420
48,157,77420
48,321,77420
48,245,77708
48,331,77836
48,51,77836
48,351,77632
48,361,77632
48,241,77632
48,481,77488
48,157,77469
48,409,78370
48,29,78163
48,91,78163
48,29,78209
48,479,78040
48,265,78025
48,145,76524
48,309,76524
48,29,78015
48,259,78015
48,91,78015
48,11,79226
48,45,79226
48,191,79226
48,129,79226
48,437,79088
48,69,79088
48,45,79088
48,303,79401
48,17,79346
48,79,79346
48,137,78840
48,465,78840
48,453,78748
48,141,79928
80,49,80446
80,65,80461
80,49,80482
80,69,80513
80,13,80513
81,23,80513
80,59,80453
80,49,80459
80,39,80831
80,41,80831
80,41,80902
81,15,80737
80,5,80112
80,35,80112
80,35,80124
80,41,80923
80,41,80949
80,9,81073
40,13,85252
40,13,85013
80,45,81652
81,9,81149
80,43,81226
80,27,81226
40,21,85128
40,19,85731
40,3,85617
35,35,88350
35,47,87701
49,37,84532
49,19,84532
49,57,84056
49,11,84056
32,3,89005
60,37,90038
60,37,90058
60,37,90294
60,37,91354
60,37,91344
61,11,93035
60,37,90605
60,37,90803
60,29,93238
60,53,93921
60,19,93776
60,73,92003
60,19,93675
61,7,93675
60,83,93438
60,79,93453
60,1,95377
60,77,95377
60,37,93552
60,73,92058
60,65,92555
60,71,92268
60,71,92509
60,65,92509
60,65,92543
60,71,92223
60,65,92223
60,59,92805
60,87,94060
60,81,94060
60,85,94087
60,59,92660
60,71,91766
60,37,91766
60,37,91767
60,65,92880
60,71,92880
60,81,94002
60,59,92612
60,23,95503
60,45,95589
60,23,95589
60,95,94535
60,1,94537
60,85,94306
60,81,94401
60,89,96007
61,3,96007
60,89,96013
60,87,95067
60,67,95832
15,3,96786
60,13,94804
60,77,95207
60,77,95210
60,1,94586
60,9,95249
60,9,95254
16,75,83655
16,45,83655
41,67,97062
41,5,97062
16,27,83605
16,73,83641
16,1,83641
16,27,83641
30,63,59847
30,63,59806
30,47,59855
30,73,59456
30,51,59456
30,101,59456
16,79,83839
16,47,83355
16,63,83324
30,29,59919
41,67,97144
41,51,97133
41,67,97133
41,29,97520
53,33,98009
41,19,97471
41,47,97302
41,51,97211
41,31,97759
41,17,97759
53,33,98042
53,45,98546
53,33,98126
53,61,98203
53,33,98103
53,33,98117
53,73,98247
53,57,98274
53,29,98253
21,22,99672
20,90,99709
21,70,99645
53,65,99173
53,75,99130
53,5,98930
53,77,98930
53,63,99008
53,43,99008
53,25,99349
53,21,99343
25,11,01346
25,11,01375
23,3,04424
23,29,04424
90,7,06419
34,25,07727
36,83,12022
36,65,13054
36,49,13433
36,45,13656
36,51,14485
36,69,14485
36,97,14818
36,15,14861
42,123,16345
42,9,16695
42,57,17212
42,107,17929
42,91,18074
24,27,21041
51,59,22183
51,137,22972
51,113,22972
51,125,22922
51,9,22922
51,115,23025
51,199,23690
51,700,23690
51,121,24347
51,155,24347
51,35,24347
37,169,27022
37,131,27820
45,91,29743
45,21,29743
45,29,29446
13,185,31604
12,99,33488
28,25,39741
47,187,37046
47,117,37046
47,149,37046
47,13,37819
21,135,41135
21,199,42558
39,89,43046
39,45,43046
39,149,45302
18,151,46747
18,87,46747
18,33,46747
18,51,47633
18,129,47633
18,101,47633
18,163,47633
18,79,47231
18,77,47231
18,61,47110
18,47,47024
18,41,47024
18,65,47346
18,177,47346
26,125,48321
26,57,48856
19,109,50570
19,151,50570
19,91,50570
19,35,51014
19,141,51014
19,87,52621
19,115,52621
19,183,52621
46,107,57455
46,109,57256
46,51,57256
46,29,57256
46,37,57256
46,33,57730
46,103,57730
31,121,68872
31,93,68872
31,79,68872
31,23,68367
31,143,68367
31,159,68367
31,185,68367
31,25,68304
31,155,68366
31,25,68366
31,109,68366
31,153,68113
31,27,68786
31,107,68786
31,139,68786
55,49,53526
55,91,54737
55,33,54737
55,35,54741
55,53,54741
55,19,54741
27,53,55479
38,5,58351
38,73,58049
38,3,58049
38,45,58049
27,155,56296
27,117,56139
17,57,61431
17,105,61321
17,203,61321
17,123,61321
17,99,61321
17,57,61432
17,1,62338
17,107,62643
29,93,63631
29,221,63631
29,147,64487
29,87,64487
29,5,64487
20,37,66756
20,89,66942
20,183,67437
20,141,67437
20,185,67545
22,37,70777
22,33,70777
50,73,71826
22,119,71067
22,15,71067
50,65,72577
51,35,72577
51,1,72628
40,121,74570
40,63,74570
40,5,74533
48,223,75437
48,457,75936
48,373,75936
48,193,76565
48,451,76940
48,95,76940
48,69,79042
48,437,79042
48,381,79042
48,11,79042
56,21,82059
56,3,82434
56,13,82510
40,13,85275
40,25,86337
35,9,88102
49,9,84023
60,37,91788
60,45,95488
15,1,96719
16,27,83606
16,17,83840
41,23,97873
41,23,97848
53,41,98564
53,47,98814
53,37,98828
53,7,98828
53,1,99371
53,21,99371
25,27,01468
25,23,02018
33,19,03607
23,29,04413
36,61,10115
36,39,12427
36,17,13464
36,53,13464
42,129,15687
42,33,16680
42,95,18035
24,33,20775
24,19,21659
51,65,23022
37,133,28547
45,39,29065
13,87,39818
10,91,36722
11,31,36722
47,141,38502
21,105,42032
21,71,41612
54,57,26731
54,23,26731
21,47,42241
39,7,44032
39,99,44412
39,133,44412
39,121,45746
39,167,45746
26,17,48611
26,17,48652
26,51,48652
26,111,48652
26,135,48621
19,153,50244
19,169,50244
19,15,50244
19,15,50039
19,49,50039
19,127,50051
26,81,49514
26,43,49831
19,27,51444
46,85,57576
19,97,52074
19,103,52235
46,103,57775
46,55,57775
31,155,68033
46,93,57788
46,19,57788
31,83,68920
31,131,68455
31,25,68455
31,25,68454
31,131,68454
55,78,54135
27,79,56052
27,131,56052
38,91,58056
38,39,58056
38,3,58056
27,127,56255
27,61,56637
17,99,61373
20,177,66620
20,147,66951
20,183,66951
20,157,66930
20,29,66930
22,93,70723
22,15,71171
50,67,72471
51,1,72666
40,37,74041
48,449,75456
48,293,76635
48,71,77597
48,291,77597
48,27,76547
48,141,79952
56,33,82839
56,23,83116
40,13,85320
40,21,85631
49,55,84715
60,37,90406
60,73,92192
60,77,95208
16,49,83525
41,35,97626
53,73,98220
53,63,99029
53,43,99029
53,63,99012
25,13,01021
33,7,03579
23,3,04773
42,31,16223
10,3,19706
24,41,21679
24,35,21679
13,57,30142
12,11,33307
54,83,26259
54,55,25971
21,121,40771
21,235,40771
26,153,49840
19,47,51520
46,43,57344
19,105,52321
19,145,51651
31,95,68440
55,65,53587
38,17,58011
17,153,62976
22,17,71164
22,69,71427
22,79,71427
51,43,72770
40,89,74755
48,439,76185
48,201,77225
48,29,78268
48,21,78953
48,55,78953
80,17,80810
81,21,80801
80,51,81225
35,41,88126
49,5,84338
60,19,93745
60,73,91933
60,19,93715
60,37,91226
30,99,59487
30,13,59487
41,51,97296
34,13,07051
36,61,10008
42,127,18430
42,115,18430
12,71,33929
47,155,37868
54,109,25845
46,93,57767
46,103,57767
31,127,68321
55,79,53237
38,79,58353
38,97,58009
38,17,58038
38,97,58038
17,95,61466
17,187,61466
17,131,61466
17,189,62848
29,113,63381
29,139,63381
29,219,63381
20,177,66621
20,43,66008
20,97,67109
40,49,73011
40,51,73011
40,121,74528
48,311,78007
56,35,82925
60,85,95013
53,33,98089
33,9,03241
90,7,06409
34,39,07207
36,103,11970
42,51,15416
42,107,17925
54,81,25823
21,177,42321
18,121,47989
18,107,47989
18,133,47989
31,23,68001
38,89,58641
29,95,64066
22,69,71458
40,29,74534
40,13,85060
56,25,82635
32,7,89831
60,21,95943
15,3,96811
60,35,96127
90,15,06230
34,21,08602
42,49,16515
51,59,20195
21,115,41274
39,47,43142
19,91,50520
19,151,50520
46,111,57358
31,61,68929
27,147,56035
27,47,56035
38,7,58627
60,37,91115
42,129,15641
51,65,23055
21,183,42370
26,13,49970
31,19,68849
31,31,69350
31,5,69350
31,75,69350
22,17,71148
40,25,85362
49,21,84772
35,17,88025
60,37,91334
41,43,97336
90,3,06143
36,61,10101
36,21,12156
36,83,12156
36,105,12752
42,87,17099
51,113,22723
12,81,34250
21,71,41651
19,99,50137
41,45,97920
42,5,16245
40,79,74935
48,13,78012
35,39,87528
60,59,92678
60,45,95427
42,25,18333
42,89,18333
39,119,43791
48,177,78677
46,67,57354
55,15,53088
11,1,20530
37,119,28247
60,43,95389
53,33,98062
80,69,80541
30,67,59052
30,97,59052
50,23,05633
45,83,29336
35,51,87939
51,770,24006
48,147,75475
49,11,84011
34,5,08224
42,125,15004
42,61,16654
42,91,18932
42,17,18932
40,1,85927
25,27,01614
12,71,33924
48,199,77663
48,17,79344
37,193,28656
31,161,69365
40,135,74945
26,103,49822
26,3,49822
90,9,06504
42,79,18711
42,115,18413
28,151,38760
54,11,25715
48,141,79931
48,9,76370
48,243,79854
49,37,84531
90,9,06532
36,67,13261
42,81,17762
60,43,95318
60,71,92317
51,47,22729
60,19,93649
37,119,28126
13,93,31051
39,119,43735
26,47,49722
36,89,13678
48,483,79003
42,21,15925
42,43,17097
17,113,61790
37,45,28089
54,109,24854
51,770,24027
20,20,99513
51,750,24129
16,5,83209
10,3,19708
36,45,13692
17,103,61331
36,7,13848
50,7,05449
11,1,20421
37,67,27111
35,39,87582
51,770,24035
22,73,71209
11,1,20405
40,89,74752
39,149,45367
22,90,99777
18,103,46921
48,29,78293
60,7,95958
61,13,95653
10,3,19898
45,71,29122
42,71,17576
37,15,27967
40,115,74358
20,50,99656
11,1,20527
60,37,91772
21,98,99927
47,53,38389
22,3,70651
39,95,43667
19,113,52344
17,117,62672
48,427,78547
51,740,23709
23,9,04629
60,85,95053
11,1,20411
42,35,17750
39,159,43007
29,153,65741
20,177,66420
60,37,90073
60,37,91899
36,45,13631
24,43,21746
11,1,20548
90,3,06006
26,9,49611
40,91,74459
36,7,13794
42,55,17251
17,143,61630
51,13,71932
18,87,46771
21,43,41173
39,141,45617
23,5,04013
17,163,62071
54,45,25630
21,129,41368
56,1,82071
10,91,36764
37,67,27157
29,143,63860
32,23,89409
40,89,74737
39,113,45428
11,1,20208
53,55,98297
45,49,29933
21,80,99778
23,31,04006
39,95,43657
39,131,45624
39,121,43717
40,17,86033
24,37,20635
48,473,77466
60,57,95986
34,11,08313
51,185,24647
51,13,22241
54,19,25855
51,760,23269
47,157,38193
54,33,26366
53,37,98950
11,1,20064
20,50,99575
34,23,08933
42,87,17075
36,55,14651
29,69,63875
26,163,48222
54,39,25396
36,27,12537
28,121,39167
48,321,77415
10,57,35545
12,77,32360
39,137,45815
51,73,23131
42,31,16221
26,37,48833
25,27,01561
10,73,35293
50,25,05159
17,113,61709
54,47,24826
12,33,32559
72,83,00670
72,5,00690
72,127,00936
72,31,00983
25,13,01129
25,3,01237
25,27,01564
25,27,01748
25,17,01748
25,25,02114
25,17,02145
25,23,02339
44,7,02876
44,9,02891
44,7,02916
33,11,03060
33,1,03217
33,9,03217
33,1,03225
33,9,03285
33,5,03448
33,15,03840
33,3,03818
23,5,04101
23,5,04092
23,5,04110
23,15,04862
23,13,04862
23,29,04680
23,29,04694
23,19,04953
50,11,05483
50,21,05772
50,27,05772
50,9,05858
90,13,06033
90,3,06033
90,3,06016
90,3,06134
90,13,06248
90,3,06248
90,15,06241
90,3,06129
90,11,06365
36,103,06390
90,9,06488
90,5,06708
90,9,06708
90,5,06756
90,5,06783
90,1,06878
34,3,07026
34,39,07033
34,27,07046
34,13,07107
34,3,07458
34,31,07524
34,3,07663
34,25,07735
34,23,07735
34,27,07920
34,35,07920
34,15,08081
34,7,08081
34,1,08201
34,7,08104
34,23,08520
34,21,08520
34,25,08520
34,15,08343
34,33,08343
34,29,08754
36,61,10002
36,61,10030
36,61,10279
36,5,10457
36,119,10475
36,5,10475
36,81,11372
36,81,11426
36,59,11514
36,59,11558
36,103,11729
36,103,11768
36,103,11797
36,59,11797
36,103,11935
36,119,10701
36,87,10920
36,71,10950
36,21,12172
36,21,12130
36,111,12440
36,27,12580
36,27,12601
36,25,12776
36,105,12776
36,53,13032
36,65,13032
36,11,13126
36,75,13126
36,75,13132
36,53,13332
36,17,13332
36,43,13324
36,45,13626
36,49,13626
36,23,13803
36,7,13803
36,25,13753
36,7,13787
36,17,13787
36,29,14055
36,13,14138
36,9,14138
36,13,14724
36,109,14886
36,99,14886
36,97,14886
42,3,15012
42,51,15012
42,125,15012
42,129,15012
42,3,15140
42,3,15232
42,125,15301
42,9,15521
42,51,15401
42,59,15338
42,111,15541
42,51,15557
42,111,15557
42,129,15626
42,33,15848
42,19,16050
42,21,15952
42,7,16117
42,73,16117
42,85,16146
42,31,16255
42,31,16334
42,49,16502
42,49,16510
42,9,16657
42,61,16657
42,87,17029
42,97,17017
42,43,17017
42,61,17052
42,75,17064
42,43,17104
42,133,17366
42,133,17363
42,71,17584
42,71,17603
42,37,17846
42,81,17846
42,97,17832
42,97,17866
42,77,18037
42,95,18064
42,17,18055
42,95,18055
42,79,18201
42,25,18201
42,89,18424
42,127,18424
42,69,18424
42,79,18424
42,103,18458
42,127,18436
42,69,18436
42,103,18428
42,127,18428
42,79,18612
42,131,18612
42,17,18929
42,45,19063
42,91,19096
42,45,19096
42,101,19095
42,91,19095
42,101,19130
42,29,19317
42,45,19317
42,11,19534
10,3,19802
10,3,19803
11,1,20002
24,37,20618
11,1,20250
11,1,20536
24,33,20747
24,3,20724
24,3,21076
24,27,21076
24,5,21085
24,25,21085
24,510,21222
24,5,21222
24,510,21230
24,3,21225
24,5,21225
24,510,21225
24,23,21539
24,1,21539
24,1,21503
24,23,21538
24,29,21620
24,35,21620
24,21,21788
24,21,21773
24,47,21842
24,39,21853
24,15,21904
24,45,21804
24,47,21804
51,107,20129
51,61,20187
51,600,22032
51,59,22032
51,59,22043
51,153,22192
51,510,22311
51,59,22311
51,187,22630
51,157,22630
51,43,22630
51,69,22630
51,165,22850
51,165,22832
51,3,22920
51,125,22920
51,15,22920
51,36,23140
51,127,23140
51,119,23175
51,145,23112
51,41,23112
51,85,23192
51,109,23192
51,41,23237
51,23,24083
51,141,24076
51,51,24226
51,51,24237
51,167,24237
51,27,24260
51,167,24260
51,197,24324
51,155,24324
51,197,24360
51,35,24360
51,125,24521
51,9,24521
51,143,24531
51,163,24578
47,163,37620
37,159,27013
37,97,27013
37,67,27101
37,169,27046
37,67,27105
37,123,27209
37,125,27209
37,1,27258
37,151,27350
37,157,27326
37,33,27326
37,151,27360
37,57,27360
37,81,27408
37,101,27603
37,183,27603
37,183,27699
37,195,27894
37,55,27954
37,179,28135
37,7,28135
37,119,28206
37,51,28318
37,163,28318
37,61,28349
37,149,28722
45,79,29063
45,63,29063
37,193,28635
37,23,28647
37,5,28623
37,17,28438
37,47,28438
37,141,28478
37,61,28478
37,163,28478
37,19,28469
37,19,28401
37,141,28401
37,129,28401
37,51,28395
