Number,Title,URL,Coordinates
13061,"Clay County, Georgia","https://en.wikipedia.org/wiki/Clay_County,_Georgia",31.62; -84.99
13063,"Clayton County, Georgia","https://en.wikipedia.org/wiki/Clayton_County,_Georgia",33.54; -84.36
13065,"Clinch County, Georgia","https://en.wikipedia.org/wiki/Clinch_County,_Georgia",30.92; -82.70
13067,"Cobb County, Georgia","https://en.wikipedia.org/wiki/Cobb_County,_Georgia",33.94; -84.58
13069,"Coffee County, Georgia","https://en.wikipedia.org/wiki/Coffee_County,_Georgia",31.55; -82.85
13071,"Colquitt County, Georgia","https://en.wikipedia.org/wiki/Colquitt_County,_Georgia",31.19; -83.77
13073,"Columbia County, Georgia","https://en.wikipedia.org/wiki/Columbia_County,_Georgia",33.55; -82.26
13075,"Cook County, Georgia","https://en.wikipedia.org/wiki/Cook_County,_Georgia",31.167; -83.433
13077,"Coweta County, Georgia","https://en.wikipedia.org/wiki/Coweta_County,_Georgia",33.35; -84.76
13079,"Crawford County, Georgia","https://en.wikipedia.org/wiki/Crawford_County,_Georgia",32.71; -83.98
13081,"Crisp County, Georgia","https://en.wikipedia.org/wiki/Crisp_County,_Georgia",31.93; -83.77
13083,"Dade County, Georgia","https://en.wikipedia.org/wiki/Dade_County,_Georgia",34.85; -85.50
13085,"Dawson County, Georgia","https://en.wikipedia.org/wiki/Dawson_County,_Georgia",34.44; -84.17
13087,"Decatur County, Georgia","https://en.wikipedia.org/wiki/Decatur_County,_Georgia",30.88; -84.58
13089,"DeKalb County, Georgia","https://en.wikipedia.org/wiki/DeKalb_County,_Georgia",33.77; -84.23
13091,"Dodge County, Georgia","https://en.wikipedia.org/wiki/Dodge_County,_Georgia",32.17; -83.17
13093,"Dooly County, Georgia","https://en.wikipedia.org/wiki/Dooly_County,_Georgia",32.16; -83.80
13095,"Dougherty County, Georgia","https://en.wikipedia.org/wiki/Dougherty_County,_Georgia",31.54; -84.22
13097,"Douglas County, Georgia","https://en.wikipedia.org/wiki/Douglas_County,_Georgia",33.70; -84.77
13099,"Early County, Georgia","https://en.wikipedia.org/wiki/Early_County,_Georgia",31.33; -84.91
13101,"Echols County, Georgia","https://en.wikipedia.org/wiki/Echols_County,_Georgia",30.72; -82.90
13103,"Effingham County, Georgia","https://en.wikipedia.org/wiki/Effingham_County,_Georgia",32.37; -81.34
13105,"Elbert County, Georgia","https://en.wikipedia.org/wiki/Elbert_County,_Georgia",34.11; -82.84
13107,"Emanuel County, Georgia","https://en.wikipedia.org/wiki/Emanuel_County,_Georgia",32.59; -82.30
13109,"Evans County, Georgia","https://en.wikipedia.org/wiki/Evans_County,_Georgia",32.16; -81.89
13111,"Fannin County, Georgia","https://en.wikipedia.org/wiki/Fannin_County,_Georgia",34.86; -84.32
13113,"Fayette County, Georgia","https://en.wikipedia.org/wiki/Fayette_County,_Georgia",33.41; -84.49
13115,"Floyd County, Georgia","https://en.wikipedia.org/wiki/Floyd_County,_Georgia",34.26; -85.22
13117,"Forsyth County, Georgia","https://en.wikipedia.org/wiki/Forsyth_County,_Georgia",34.22000; -84.13000
13119,"Franklin County, Georgia","https://en.wikipedia.org/wiki/Franklin_County,_Georgia",34.37; -83.23
13121,"Fulton County, Georgia","https://en.wikipedia.org/wiki/Fulton_County,_Georgia",33.79; -84.47
13123,"Gilmer County, Georgia","https://en.wikipedia.org/wiki/Gilmer_County,_Georgia",34.69; -84.46
13125,"Glascock County, Georgia","https://en.wikipedia.org/wiki/Glascock_County,_Georgia",33.23; -82.61
13127,"Glynn County, Georgia","https://en.wikipedia.org/wiki/Glynn_County,_Georgia",31.22; -81.49
13129,"Gordon County, Georgia","https://en.wikipedia.org/wiki/Gordon_County,_Georgia",34.50; -84.87
13131,"Grady County, Georgia","https://en.wikipedia.org/wiki/Grady_County,_Georgia",30.88; -84.23
13133,"Greene County, Georgia","https://en.wikipedia.org/wiki/Greene_County,_Georgia",33.58; -83.17
13135,"Gwinnett County, Georgia","https://en.wikipedia.org/wiki/Gwinnett_County,_Georgia",33.96; -84.03
13137,"Habersham County, Georgia","https://en.wikipedia.org/wiki/Habersham_County,_Georgia",34.63; -83.53
13139,"Hall County, Georgia","https://en.wikipedia.org/wiki/Hall_County,_Georgia",34.32; -83.82
13141,"Hancock County, Georgia","https://en.wikipedia.org/wiki/Hancock_County,_Georgia",33.27; -83.00
13143,"Haralson County, Georgia","https://en.wikipedia.org/wiki/Haralson_County,_Georgia",33.79; -85.21
13145,"Harris County, Georgia","https://en.wikipedia.org/wiki/Harris_County,_Georgia",32.74; -84.91
13147,"Hart County, Georgia","https://en.wikipedia.org/wiki/Hart_County,_Georgia",34.35; -82.96
13149,"Heard County, Georgia","https://en.wikipedia.org/wiki/Heard_County,_Georgia",33.30; -85.13
13151,"Henry County, Georgia","https://en.wikipedia.org/wiki/Henry_County,_Georgia",33.46; -84.16
13153,"Houston County, Georgia","https://en.wikipedia.org/wiki/Houston_County,_Georgia",32.46; -83.67
13155,"Irwin County, Georgia","https://en.wikipedia.org/wiki/Irwin_County,_Georgia",31.60; -83.27
13157,"Jackson County, Georgia","https://en.wikipedia.org/wiki/Jackson_County,_Georgia",34.13; -83.56
13159,"Jasper County, Georgia","https://en.wikipedia.org/wiki/Jasper_County,_Georgia",33.32; -83.69
13161,"Jeff Davis County, Georgia","https://en.wikipedia.org/wiki/Jeff_Davis_County,_Georgia",31.80; -82.64
13163,"Jefferson County, Georgia","https://en.wikipedia.org/wiki/Jefferson_County,_Georgia",33.05; -82.42
13165,"Jenkins County, Georgia","https://en.wikipedia.org/wiki/Jenkins_County,_Georgia",32.79; -81.96
13167,"Johnson County, Georgia","https://en.wikipedia.org/wiki/Johnson_County,_Georgia",32.70; -82.66
13169,"Jones County, Georgia","https://en.wikipedia.org/wiki/Jones_County,_Georgia",33.03; -83.57
13171,"Lamar County, Georgia","https://en.wikipedia.org/wiki/Lamar_County,_Georgia",33.07; -84.14
13173,"Lanier County, Georgia","https://en.wikipedia.org/wiki/Lanier_County,_Georgia",31.0378937; -83.0626534
13175,"Laurens County, Georgia","https://en.wikipedia.org/wiki/Laurens_County,_Georgia",32.46; -82.93
13177,"Lee County, Georgia","https://en.wikipedia.org/wiki/Lee_County,_Georgia",31.78; -84.14
13179,"Liberty County, Georgia","https://en.wikipedia.org/wiki/Liberty_County,_Georgia",31.80; -81.46
13181,"Lincoln County, Georgia","https://en.wikipedia.org/wiki/Lincoln_County,_Georgia",33.79; -82.45
13183,"Long County, Georgia","https://en.wikipedia.org/wiki/Long_County,_Georgia",31.76; -81.75
13185,"Lowndes County, Georgia","https://en.wikipedia.org/wiki/Lowndes_County,_Georgia",30.83; -83.27
13187,"Lumpkin County, Georgia","https://en.wikipedia.org/wiki/Lumpkin_County,_Georgia",34.57; -84.00
13189,"McDuffie County, Georgia","https://en.wikipedia.org/wiki/McDuffie_County,_Georgia",33.48; -82.48
13191,"McIntosh County, Georgia","https://en.wikipedia.org/wiki/McIntosh_County,_Georgia",31.48; -81.37
13193,"Macon County, Georgia","https://en.wikipedia.org/wiki/Macon_County,_Georgia",32.35; -84.04
13195,"Madison County, Georgia","https://en.wikipedia.org/wiki/Madison_County,_Georgia",34.13; -83.21
13197,"Marion County, Georgia","https://en.wikipedia.org/wiki/Marion_County,_Georgia",32.35; -84.53
13199,"Meriwether County, Georgia","https://en.wikipedia.org/wiki/Meriwether_County,_Georgia",33.04; -84.69
13201,"Miller County, Georgia","https://en.wikipedia.org/wiki/Miller_County,_Georgia",31.16; -84.73
13205,"Mitchell County, Georgia","https://en.wikipedia.org/wiki/Mitchell_County,_Georgia",31.22; -84.19
13207,"Monroe County, Georgia","https://en.wikipedia.org/wiki/Monroe_County,_Georgia",33.01; -83.91
13209,"Montgomery County, Georgia","https://en.wikipedia.org/wiki/Montgomery_County,_Georgia",32.17; -82.53
13211,"Morgan County, Georgia","https://en.wikipedia.org/wiki/Morgan_County,_Georgia",33.59; -83.49
13213,"Murray County, Georgia","https://en.wikipedia.org/wiki/Murray_County,_Georgia",34.78; -84.75
13215,"Muscogee County, Georgia","https://en.wikipedia.org/wiki/Muscogee_County,_Georgia",32.51; -84.87
13217,"Newton County, Georgia","https://en.wikipedia.org/wiki/Newton_County,_Georgia",33.599243; -83.858729
13219,"Oconee County, Georgia","https://en.wikipedia.org/wiki/Oconee_County,_Georgia",33.84; -83.44
13221,"Oglethorpe County, Georgia","https://en.wikipedia.org/wiki/Oglethorpe_County,_Georgia",33.88; -83.08
13223,"Paulding County, Georgia","https://en.wikipedia.org/wiki/Paulding_County,_Georgia",33.92; -84.87
13225,"Peach County, Georgia","https://en.wikipedia.org/wiki/Peach_County,_Georgia",32.56; -83.83
13227,"Pickens County, Georgia","https://en.wikipedia.org/wiki/Pickens_County,_Georgia",34.46; -84.46
13229,"Pierce County, Georgia","https://en.wikipedia.org/wiki/Pierce_County,_Georgia",31.36; -82.22
13231,"Pike County, Georgia","https://en.wikipedia.org/wiki/Pike_County,_Georgia",33.09; -84.39
13233,"Polk County, Georgia","https://en.wikipedia.org/wiki/Polk_County,_Georgia",34.00; -85.18
13235,"Pulaski County, Georgia","https://en.wikipedia.org/wiki/Pulaski_County,_Georgia",32.24; -83.47
13237,"Putnam County, Georgia","https://en.wikipedia.org/wiki/Putnam_County,_Georgia",33.32; -83.37
13239,"Quitman County, Georgia","https://en.wikipedia.org/wiki/Quitman_County,_Georgia",31.86; -85.01
13241,"Rabun County, Georgia","https://en.wikipedia.org/wiki/Rabun_County,_Georgia",34.87692; -83.40820
13243,"Randolph County, Georgia","https://en.wikipedia.org/wiki/Randolph_County,_Georgia",31.76; -84.76
13245,"Richmond County, Georgia","https://en.wikipedia.org/wiki/Richmond_County,_Georgia",33.36; -82.07
13247,"Rockdale County, Georgia","https://en.wikipedia.org/wiki/Rockdale_County,_Georgia",33.65; -84.03
13249,"Schley County, Georgia","https://en.wikipedia.org/wiki/Schley_County,_Georgia",32.26667; -84.29972
13251,"Screven County, Georgia","https://en.wikipedia.org/wiki/Screven_County,_Georgia",32.75; -81.61
13253,"Seminole County, Georgia","https://en.wikipedia.org/wiki/Seminole_County,_Georgia",30.93; -84.87
13255,"Spalding County, Georgia","https://en.wikipedia.org/wiki/Spalding_County,_Georgia",33.26; -84.28
13257,"Stephens County, Georgia","https://en.wikipedia.org/wiki/Stephens_County,_Georgia",34.56; -83.29
13259,"Stewart County, Georgia","https://en.wikipedia.org/wiki/Stewart_County,_Georgia",32.08; -84.84
13261,"Sumter County, Georgia","https://en.wikipedia.org/wiki/Sumter_County,_Georgia",32.04; -84.20
13263,"Talbot County, Georgia","https://en.wikipedia.org/wiki/Talbot_County,_Georgia",32.71; -84.53
13265,"Taliaferro County, Georgia","https://en.wikipedia.org/wiki/Taliaferro_County,_Georgia",33.57; -82.88
13267,"Tattnall County, Georgia","https://en.wikipedia.org/wiki/Tattnall_County,_Georgia",32.04; -82.06
13269,"Taylor County, Georgia","https://en.wikipedia.org/wiki/Taylor_County,_Georgia",32.55; -84.25
13271,"Telfair County, Georgia","https://en.wikipedia.org/wiki/Telfair_County,_Georgia",31.93; -82.94
13273,"Terrell County, Georgia","https://en.wikipedia.org/wiki/Terrell_County,_Georgia",31.78; -84.44
13275,"Thomas County, Georgia","https://en.wikipedia.org/wiki/Thomas_County,_Georgia",30.86; -83.92
13277,"Tift County, Georgia","https://en.wikipedia.org/wiki/Tift_County,_Georgia",31.46; -83.53
13279,"Toombs County, Georgia","https://en.wikipedia.org/wiki/Toombs_County,_Georgia",32.12; -82.34
13281,"Towns County, Georgia","https://en.wikipedia.org/wiki/Towns_County,_Georgia",34.92; -83.74
13283,"Treutlen County, Georgia","https://en.wikipedia.org/wiki/Treutlen_County,_Georgia",32.40; -82.57
13285,"Troup County, Georgia","https://en.wikipedia.org/wiki/Troup_County,_Georgia",33.03; -85.03
13287,"Turner County, Georgia","https://en.wikipedia.org/wiki/Turner_County,_Georgia",31.72; -83.63
13289,"Twiggs County, Georgia","https://en.wikipedia.org/wiki/Twiggs_County,_Georgia",32.67; -83.43
13291,"Union County, Georgia","https://en.wikipedia.org/wiki/Union_County,_Georgia",34.83; -83.99
13293,"Upson County, Georgia","https://en.wikipedia.org/wiki/Upson_County,_Georgia",32.88; -84.30
13295,"Walker County, Georgia","https://en.wikipedia.org/wiki/Walker_County,_Georgia",34.73; -85.30
13297,"Walton County, Georgia","https://en.wikipedia.org/wiki/Walton_County,_Georgia",33.78; -83.74
13299,"Ware County, Georgia","https://en.wikipedia.org/wiki/Ware_County,_Georgia",31.05; -82.42
13301,"Warren County, Georgia","https://en.wikipedia.org/wiki/Warren_County,_Georgia",33.41; -82.68
13303,"Washington County, Georgia","https://en.wikipedia.org/wiki/Washington_County,_Georgia",32.97; -82.79
13305,"Wayne County, Georgia","https://en.wikipedia.org/wiki/Wayne_County,_Georgia",31.55; -81.91
13307,"Webster County, Georgia","https://en.wikipedia.org/wiki/Webster_County,_Georgia",32.05; -84.55
13309,"Wheeler County, Georgia","https://en.wikipedia.org/wiki/Wheeler_County,_Georgia",32.12; -82.72
13311,"White County, Georgia","https://en.wikipedia.org/wiki/White_County,_Georgia",34.683; -83.750
13313,"Whitfield County, Georgia","https://en.wikipedia.org/wiki/Whitfield_County,_Georgia",34.80; -84.97
13315,"Wilcox County, Georgia","https://en.wikipedia.org/wiki/Wilcox_County,_Georgia",31.97; -83.44
13317,"Wilkes County, Georgia","https://en.wikipedia.org/wiki/Wilkes_County,_Georgia",33.79; -82.74
13319,"Wilkinson County, Georgia","https://en.wikipedia.org/wiki/Wilkinson_County,_Georgia",32.80; -83.17
13321,"Worth County, Georgia","https://en.wikipedia.org/wiki/Worth_County,_Georgia",31.55; -83.85
66010,Guam,https://en.wikipedia.org/wiki/Guam,13.500; 144.800
15001,"Hawaii County, Hawaii","https://en.wikipedia.org/wiki/Hawaii_County,_Hawaii",19.583; -155.500
15003,"Honolulu County, Hawaii","https://en.wikipedia.org/wiki/Honolulu_County,_Hawaii",21.467; -157.967
15005,"Kalawao County, Hawaii","https://en.wikipedia.org/wiki/Kalawao_County,_Hawaii",21.19694; -156.96722
15007,"Kauai County, Hawaii","https://en.wikipedia.org/wiki/Kauai_County,_Hawaii",22.067; -159.650
15009,"Maui County, Hawaii","https://en.wikipedia.org/wiki/Maui_County,_Hawaii",20.86774; -156.61706
16001,"Ada County, Idaho","https://en.wikipedia.org/wiki/Ada_County,_Idaho",43.45; -116.24
16003,"Adams County, Idaho","https://en.wikipedia.org/wiki/Adams_County,_Idaho",44.90; -116.45
16005,"Bannock County, Idaho","https://en.wikipedia.org/wiki/Bannock_County,_Idaho",42.67; -112.22
16007,"Bear Lake County, Idaho","https://en.wikipedia.org/wiki/Bear_Lake_County,_Idaho",42.29; -111.33
16009,"Benewah County, Idaho","https://en.wikipedia.org/wiki/Benewah_County,_Idaho",47.22; -116.66
16011,"Bingham County, Idaho","https://en.wikipedia.org/wiki/Bingham_County,_Idaho",43.22; -112.40
16013,"Blaine County, Idaho","https://en.wikipedia.org/wiki/Blaine_County,_Idaho",43.39; -113.98
16015,"Boise County, Idaho","https://en.wikipedia.org/wiki/Boise_County,_Idaho",44.01; -115.74
16017,"Bonner County, Idaho","https://en.wikipedia.org/wiki/Bonner_County,_Idaho",48.29; -116.60
16019,"Bonneville County, Idaho","https://en.wikipedia.org/wiki/Bonneville_County,_Idaho",43.38; -111.60
16021,"Boundary County, Idaho","https://en.wikipedia.org/wiki/Boundary_County,_Idaho",48.79; -116.45
16023,"Butte County, Idaho","https://en.wikipedia.org/wiki/Butte_County,_Idaho",43.72; -113.17
16025,"Camas County, Idaho","https://en.wikipedia.org/wiki/Camas_County,_Idaho",43.47; -114.81
16027,"Canyon County, Idaho","https://en.wikipedia.org/wiki/Canyon_County,_Idaho",43.63; -116.71
16029,"Caribou County, Idaho","https://en.wikipedia.org/wiki/Caribou_County,_Idaho",42.76; -111.55
16031,"Cassia County, Idaho","https://en.wikipedia.org/wiki/Cassia_County,_Idaho",42.27; -113.61
16033,"Clark County, Idaho","https://en.wikipedia.org/wiki/Clark_County,_Idaho",44.2; -112.2
16035,"Clearwater County, Idaho","https://en.wikipedia.org/wiki/Clearwater_County,_Idaho",46.67; -115.66
16037,"Custer County, Idaho","https://en.wikipedia.org/wiki/Custer_County,_Idaho",44.23; -114.29
16039,"Elmore County, Idaho","https://en.wikipedia.org/wiki/Elmore_County,_Idaho",43.34; -115.47
16041,"Franklin County, Idaho","https://en.wikipedia.org/wiki/Franklin_County,_Idaho",42.18; -111.81
16043,"Fremont County, Idaho","https://en.wikipedia.org/wiki/Fremont_County,_Idaho",44.22; -111.48
16045,"Gem County, Idaho","https://en.wikipedia.org/wiki/Gem_County,_Idaho",44.06; -116.41
16047,"Gooding County, Idaho","https://en.wikipedia.org/wiki/Gooding_County,_Idaho",42.97; -114.80
16049,"Idaho County, Idaho","https://en.wikipedia.org/wiki/Idaho_County,_Idaho",45.85; -115.46
16051,"Jefferson County, Idaho","https://en.wikipedia.org/wiki/Jefferson_County,_Idaho",43.82; -112.31
16053,"Jerome County, Idaho","https://en.wikipedia.org/wiki/Jerome_County,_Idaho",42.69; -114.26
16055,"Kootenai County, Idaho","https://en.wikipedia.org/wiki/Kootenai_County,_Idaho",47.68; -116.70
16057,"Latah County, Idaho","https://en.wikipedia.org/wiki/Latah_County,_Idaho",46.84; -116.6767
16059,"Lemhi County, Idaho","https://en.wikipedia.org/wiki/Lemhi_County,_Idaho",44.96; -113.95
16061,"Lewis County, Idaho","https://en.wikipedia.org/wiki/Lewis_County,_Idaho",46.24; -116.43
16063,"Lincoln County, Idaho","https://en.wikipedia.org/wiki/Lincoln_County,_Idaho",42.98; -114.13
16065,"Madison County, Idaho","https://en.wikipedia.org/wiki/Madison_County,_Idaho",43.79; -111.66
16067,"Minidoka County, Idaho","https://en.wikipedia.org/wiki/Minidoka_County,_Idaho",42.85; -113.64
16069,"Nez Perce County, Idaho","https://en.wikipedia.org/wiki/Nez_Perce_County,_Idaho",46.33; -116.75
16071,"Oneida County, Idaho","https://en.wikipedia.org/wiki/Oneida_County,_Idaho",42.21; -112.52
16073,"Owyhee County, Idaho","https://en.wikipedia.org/wiki/Owyhee_County,_Idaho",42.56; -116.17
16075,"Payette County, Idaho","https://en.wikipedia.org/wiki/Payette_County,_Idaho",44.01; -116.76
16077,"Power County, Idaho","https://en.wikipedia.org/wiki/Power_County,_Idaho",42.69; -112.84
16079,"Shoshone County, Idaho","https://en.wikipedia.org/wiki/Shoshone_County,_Idaho",47.35; -115.89
16081,"Teton County, Idaho","https://en.wikipedia.org/wiki/Teton_County,_Idaho",43.75; -111.21
16083,"Twin Falls County, Idaho","https://en.wikipedia.org/wiki/Twin_Falls_County,_Idaho",42.35; -114.66
16085,"Valley County, Idaho","https://en.wikipedia.org/wiki/Valley_County,_Idaho",44.74; -115.56
16087,"Washington County, Idaho","https://en.wikipedia.org/wiki/Washington_County,_Idaho",44.45; -116.78
17001,"Adams County, Illinois","https://en.wikipedia.org/wiki/Adams_County,_Illinois",39.99; -91.19
17003,"Alexander County, Illinois","https://en.wikipedia.org/wiki/Alexander_County,_Illinois",37.19; -89.34
17005,"Bond County, Illinois","https://en.wikipedia.org/wiki/Bond_County,_Illinois",38.88; -89.44
17007,"Boone County, Illinois","https://en.wikipedia.org/wiki/Boone_County,_Illinois",42.33; -88.81
17009,"Brown County, Illinois","https://en.wikipedia.org/wiki/Brown_County,_Illinois",39.95; -90.75
17011,"Bureau County, Illinois","https://en.wikipedia.org/wiki/Bureau_County,_Illinois",41.41; -89.53
17013,"Calhoun County, Illinois","https://en.wikipedia.org/wiki/Calhoun_County,_Illinois",39.16; -90.67
17015,"Carroll County, Illinois","https://en.wikipedia.org/wiki/Carroll_County,_Illinois",42.06; -89.92
17017,"Cass County, Illinois","https://en.wikipedia.org/wiki/Cass_County,_Illinois",39.98; -90.25
17019,"Champaign County, Illinois","https://en.wikipedia.org/wiki/Champaign_County,_Illinois",40.14; -88.20
17021,"Christian County, Illinois","https://en.wikipedia.org/wiki/Christian_County,_Illinois",39.55; -89.28
17023,"Clark County, Illinois","https://en.wikipedia.org/wiki/Clark_County,_Illinois",39.33; -87.79
17025,"Clay County, Illinois","https://en.wikipedia.org/wiki/Clay_County,_Illinois",38.76; -88.49
17027,"Clinton County, Illinois","https://en.wikipedia.org/wiki/Clinton_County,_Illinois",38.61; -89.42
17029,"Coles County, Illinois","https://en.wikipedia.org/wiki/Coles_County,_Illinois",39.52028; -88.22167
17031,"Cook County, Illinois","https://en.wikipedia.org/wiki/Cook_County,_Illinois",41.80861; -87.88889
17033,"Crawford County, Illinois","https://en.wikipedia.org/wiki/Crawford_County,_Illinois",39.00; -87.76
17035,"Cumberland County, Illinois","https://en.wikipedia.org/wiki/Cumberland_County,_Illinois",39.27; -88.24
17037,"DeKalb County, Illinois","https://en.wikipedia.org/wiki/DeKalb_County,_Illinois",41.89361; -88.77028
17039,"De Witt County, Illinois","https://en.wikipedia.org/wiki/De_Witt_County,_Illinois",39.377; -90.294
17041,"Douglas County, Illinois","https://en.wikipedia.org/wiki/Douglas_County,_Illinois",39.77; -88.22
17043,"DuPage County, Illinois","https://en.wikipedia.org/wiki/DuPage_County,_Illinois",41.85195; -88.08567
17045,"Edgar County, Illinois","https://en.wikipedia.org/wiki/Edgar_County,_Illinois",39.68; -87.75
17047,"Edwards County, Illinois","https://en.wikipedia.org/wiki/Edwards_County,_Illinois",38.42; -88.06
17049,"Effingham County, Illinois","https://en.wikipedia.org/wiki/Effingham_County,_Illinois",39.06; -88.59
17051,"Fayette County, Illinois","https://en.wikipedia.org/wiki/Fayette_County,_Illinois",39.00; -89.02
17053,"Ford County, Illinois","https://en.wikipedia.org/wiki/Ford_County,_Illinois",40.59; -88.22
17055,"Franklin County, Illinois","https://en.wikipedia.org/wiki/Franklin_County,_Illinois",37.99; -88.92
17057,"Fulton County, Illinois","https://en.wikipedia.org/wiki/Fulton_County,_Illinois",40.48; -90.21
17059,"Gallatin County, Illinois","https://en.wikipedia.org/wiki/Gallatin_County,_Illinois",37.76; -88.23
17061,"Greene County, Illinois","https://en.wikipedia.org/wiki/Greene_County,_Illinois",39.35; -90.39
17063,"Grundy County, Illinois","https://en.wikipedia.org/wiki/Grundy_County,_Illinois",41.29; -88.43
17065,"Hamilton County, Illinois","https://en.wikipedia.org/wiki/Hamilton_County,_Illinois",38.08; -88.54
17067,"Hancock County, Illinois","https://en.wikipedia.org/wiki/Hancock_County,_Illinois",40.40; -91.17
17069,"Hardin County, Illinois","https://en.wikipedia.org/wiki/Hardin_County,_Illinois",37.5314; -88.3683
17071,"Henderson County, Illinois","https://en.wikipedia.org/wiki/Henderson_County,_Illinois",40.81; -90.93
17073,"Henry County, Illinois","https://en.wikipedia.org/wiki/Henry_County,_Illinois",41.35306; -90.13139
17075,"Iroquois County, Illinois","https://en.wikipedia.org/wiki/Iroquois_County,_Illinois",40.74; -87.82
17077,"Jackson County, Illinois","https://en.wikipedia.org/wiki/Jackson_County,_Illinois",37.79; -89.38
17079,"Jasper County, Illinois","https://en.wikipedia.org/wiki/Jasper_County,_Illinois",39.01; -88.15
17081,"Jefferson County, Illinois","https://en.wikipedia.org/wiki/Jefferson_County,_Illinois",38.30; -88.92
17083,"Jersey County, Illinois","https://en.wikipedia.org/wiki/Jersey_County,_Illinois",39.09; -90.36
17085,"Jo Daviess County, Illinois","https://en.wikipedia.org/wiki/Jo_Daviess_County,_Illinois",42.36; -90.21
17087,"Johnson County, Illinois","https://en.wikipedia.org/wiki/Johnson_County,_Illinois",37.46; -88.87
17089,"Kane County, Illinois","https://en.wikipedia.org/wiki/Kane_County,_Illinois",41.950; -88.433
17091,"Kankakee County, Illinois","https://en.wikipedia.org/wiki/Kankakee_County,_Illinois",41.14; -87.86
17093,"Kendall County, Illinois","https://en.wikipedia.org/wiki/Kendall_County,_Illinois",41.59; -88.43
17095,"Knox County, Illinois","https://en.wikipedia.org/wiki/Knox_County,_Illinois",40.93; -90.21
17097,"Lake County, Illinois","https://en.wikipedia.org/wiki/Lake_County,_Illinois",42.43; -87.78
17099,"LaSalle County, Illinois","https://en.wikipedia.org/wiki/LaSalle_County,_Illinois",41.34389; -88.88583
17101,"Lawrence County, Illinois","https://en.wikipedia.org/wiki/Lawrence_County,_Illinois",38.72; -87.73
17103,"Lee County, Illinois","https://en.wikipedia.org/wiki/Lee_County,_Illinois",41.750; -89.300
17105,"Livingston County, Illinois","https://en.wikipedia.org/wiki/Livingston_County,_Illinois",40.89; -88.56
17107,"Logan County, Illinois","https://en.wikipedia.org/wiki/Logan_County,_Illinois",40.13; -89.36
17109,"McDonough County, Illinois","https://en.wikipedia.org/wiki/McDonough_County,_Illinois",40.46; -90.68
17111,"McHenry County, Illinois","https://en.wikipedia.org/wiki/McHenry_County,_Illinois",42.32; -88.45
17113,"McLean County, Illinois","https://en.wikipedia.org/wiki/McLean_County,_Illinois",40.49; -88.85
17115,"Macon County, Illinois","https://en.wikipedia.org/wiki/Macon_County,_Illinois",39.86; -88.96
17117,"Macoupin County, Illinois","https://en.wikipedia.org/wiki/Macoupin_County,_Illinois",39.26; -89.92
17119,"Madison County, Illinois","https://en.wikipedia.org/wiki/Madison_County,_Illinois",38.83; -89.91
17121,"Marion County, Illinois","https://en.wikipedia.org/wiki/Marion_County,_Illinois",38.65; -88.92
17123,"Marshall County, Illinois","https://en.wikipedia.org/wiki/Marshall_County,_Illinois",41.03; -89.34
17125,"Mason County, Illinois","https://en.wikipedia.org/wiki/Mason_County,_Illinois",40.24; -89.91
17127,"Massac County, Illinois","https://en.wikipedia.org/wiki/Massac_County,_Illinois",37.22; -88.71
17129,"Menard County, Illinois","https://en.wikipedia.org/wiki/Menard_County,_Illinois",40.03; -89.80
17131,"Mercer County, Illinois","https://en.wikipedia.org/wiki/Mercer_County,_Illinois",41.20; -90.74
17133,"Monroe County, Illinois","https://en.wikipedia.org/wiki/Monroe_County,_Illinois",38.28; -90.18
17135,"Montgomery County, Illinois","https://en.wikipedia.org/wiki/Montgomery_County,_Illinois",39.23; -89.48
17137,"Morgan County, Illinois","https://en.wikipedia.org/wiki/Morgan_County,_Illinois",39.71; -90.20
17139,"Moultrie County, Illinois","https://en.wikipedia.org/wiki/Moultrie_County,_Illinois",39.64; -88.62
17141,"Ogle County, Illinois","https://en.wikipedia.org/wiki/Ogle_County,_Illinois",42.04; -89.32
17143,"Peoria County, Illinois","https://en.wikipedia.org/wiki/Peoria_County,_Illinois",40.79; -89.76
17145,"Perry County, Illinois","https://en.wikipedia.org/wiki/Perry_County,_Illinois",38.09; -89.37
17147,"Piatt County, Illinois","https://en.wikipedia.org/wiki/Piatt_County,_Illinois",40.01; -88.59
17149,"Pike County, Illinois","https://en.wikipedia.org/wiki/Pike_County,_Illinois",39.62; -90.89
17151,"Pope County, Illinois","https://en.wikipedia.org/wiki/Pope_County,_Illinois",37.41; -88.57
17153,"Pulaski County, Illinois","https://en.wikipedia.org/wiki/Pulaski_County,_Illinois",37.23; -89.13
17155,"Putnam County, Illinois","https://en.wikipedia.org/wiki/Putnam_County,_Illinois",41.20; -89.28
17157,"Randolph County, Illinois","https://en.wikipedia.org/wiki/Randolph_County,_Illinois",38.05; -89.82
17159,"Richland County, Illinois","https://en.wikipedia.org/wiki/Richland_County,_Illinois",38.71; -88.09
17161,"Rock Island County, Illinois","https://en.wikipedia.org/wiki/Rock_Island_County,_Illinois",41.47; -90.57
17163,"St. Clair County, Illinois","https://en.wikipedia.org/wiki/St._Clair_County,_Illinois",38.47; -89.93
17165,"Saline County, Illinois","https://en.wikipedia.org/wiki/Saline_County,_Illinois",37.75; -88.54
